RandomForestGRASP-RVND_KDD_RODADA_1_5F_	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(31)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(32)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(33)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(34)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(35)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(36)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(37)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(38)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(39)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(40)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(41)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(42)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(43)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(44)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(45)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(46)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(47)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(48)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(49)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
RandomForestGRASP-RVND_KDD_RODADA_1_5F_(50)	85.05638122558594	36.52875900268555	0.08240626007318497	[22, 1, 6, 11, 18]	
