REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F	ACURÁCIA	DETECÇÃO	ALARME-FALSO	SELECAO
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(38)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(39)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(40)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(41)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(42)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(43)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(44)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(45)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(46)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(47)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(48)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(49)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
REPTreeTODAY_GRASP-FS_CIDIDS_RODADA_1_5F(50)	84.0490951538086	68.2490005493164	0.030588973313570023	[64, 6, 7, 66, 67]	
